data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2945502,466,MLI1964,1964,"14 April 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Youwarou,Youwarou,Youwarou,15.3684,-4.2628,2,Menastream,Other,"On April 14, presumed militants abducted two civilians at the market in Koffel, Youwarou.",0,1548859314,MLI
2784928,466,MLI1963,1963.0,"14 April 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)","Military Forces of France",8,28,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Menastream; Agence France Presse",Other-International,"On April 14, presumed JNIM militants carried out a multi-pronged attack against the Timbuktu Airport which harbors MINUSMA peacekeepers and French Barkhane forces. The attack involved a mortar barrage, explosives-laden vehicles and militants including some equipped with explosive belts, the battle took place for more than three hours, at least two SVBIEDs were detonated and one immobilized. French military aviation assets were deployed from Gao and Niamey including fighter jets and helicopters carrying commandos, when the battle had ended had at least 15 militants and 1 peacekeeper been killed, 7 peacekeepers, 7 Barkhane soldiers and two civilians had also been wounded, some severely.",16,1548448843,MLI
3103556,466,MLI1962,1962.0,"11 April 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",7,27,"Western Africa",Mali,Gao,Bourem,Tarkint,Tarkint,17.4794,0.1169,2,Menastream,Other,"On April 11, a MINUSMA-chartered supply convoy of fuel trucks was attacked by presumed JNIM militants in the area of Tarkint, Gao Region, six civilians were killed, one gone missing, four wounded and five trucks burned, two trucks were also immobilized.",6,1550780196,MLI
2785167,466,MLI1961,1961.0,"09 April 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Ouinerden,"Tin Tadeini",16.4236,-1.7486,2,Menastream,Other,"On April 9, unknown gunmen abducted two Tuareg youths in the area of Tin-Tadayni, about 60km south of Gourma-Rharous, both were later released.",0,1548448843,MLI
2785168,466,MLI1960,1960.0,"09 April 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,2,Menastream,Other,"On April 9, a MINUSMA vehicle part of a logistics convoy was struck by an IED detonation in the area of Tabankort, Gao Region, a peacekeeper was wounded and the vehicle partly destroyed. The IED was most likely planted by JNIM militants.",0,1548448843,MLI
3103572,466,MLI1959,1959.0,"09 April 2018",2018,1,"Battle-No change of territory","Islamic State (Greater Sahara)",,2,"MSA: Movement for Azawad Salvation","GATIA: Imghad Tuareg and Allies Self-Defense Group; Military Forces of France",3,23,"Western Africa",Mali,Gao,Menaka,Menaka,Akabar,15.3717,2.0319,2,Menastream,Other,"On April 9, presumed ISGS militants attacked MSA and GATIA militiamen supported by French Barkhane forces in the area of Akabar near the Niger border, nine militants and one militiaman were killed in the clashes, one militiaman was also wounded.",10,1550780196,MLI
3103576,466,MLI1958,1958.0,"08 April 2018",2018,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,17,"Western Africa",Mali,Mopti,Djenne,Fakala,Sofara,14.0167,-4.2333,1,Menastream,Other,"On April 8, Malian soldiers killed and buried a Fulani herder in the area of Kaka, Sofara.",1,1550780196,MLI
2785205,466,MLI1957,1957.0,"08 April 2018",2018,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,17,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,1,Menastream,Other,"On April 8, the Malian army arrested around twenty civilians from the Fulani community who also were stripped of their belongings, blindfolded and beaten in Dialloube, Mopti Region.",0,1548448843,MLI
2785207,466,MLI1955,1955.0,"08 April 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France",,8,28,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,2,Menastream,Other,"On April 8, a Barkhane logistics vehicle was struck by an IED south of Tessalit, Kidal Region, two soldiers were lightly wounded. JNIM claimed responsibility.",0,1548448843,MLI
2785208,466,MLI1954,1954.0,"08 April 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,2,Menastream,Other,"On April 8, a Malian army vehicle was struck by an IED near Lere, Tombouctou Region, four soldiers were wounded in the blast.",0,1548448843,MLI
2785206,466,MLI1956,1956.0,"08 April 2018",2018,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,1,Menastream,Other,"On April 8, unknown gunmen, presumably Fulani militiamen abducted a member of the Dogon community in Mondoro, Mopti Region.",0,1548448843,MLI
3103589,466,MLI1951,1951.0,"06 April 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,"Western Africa",Mali,Tombouctou,Tombouctou,Salam,Araouane,18.9048,-3.5265,2,Menastream,Other,"On April 6, French Barkhane forces killed five presumed JNIM militants of AQIM's Katibat al-Furqan in air-supported operation about 150km north of Timbuktu, towards Araouane, a few militants were also arrested.",5,1550780196,MLI
3103591,466,MLI1952,1952.0,"06 April 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Menastream,Other,"On April 6, unknown gunmen shot dead a Nigerien MINUSMA officer in Gao.",1,1550780196,MLI
3146260,466,MLI1953,1953.0,"06 April 2018",2018,1,Riots/Protests,"Military Forces of Mali (2013-)",,1,"Rioters (Mali)","Prisoners (Mali); Fulani Ethnic Group (Mali)",5,15,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Dioura,14.8252,-5.2547,1,"Menastream; Agence France Presse",Other-International,"On April 6, the Malian army killed 14 suspected militants while in detention in Dioura. The militants allegedly tried to escape the detention, leading to the firing by the army. Some have questioned these reports.",14,1551130533,MLI
2946942,466,MLI1949,1949.0,"05 April 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,"Menastream; Associated Press",Other-International,"On April 5, presumed JNIM militants launched a rocket or mortar attack on the MINUSMA base in Aguelhok , two Chadian peacekeepers were killed and ten others wounded.",2,1548886560,MLI
2785306,466,MLI1950,1950.0,"05 April 2018",2018,1,"Strategic development","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,2,Menastream,Other,"Defusal: On April 5, a Malian army engineering unit detected and cleared two IEDs and a PRB M3 AT-mine during a patrol in the area of Diabaly, two suspected militants were also arrested.",0,1548448843,MLI
2785392,466,MLI1948,1948.0,"03 April 2018",2018,1,"Violence against civilians","Dozo Militia",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Macina,"Boky Were","Boky Were",14.0121,-5.6042,1,Menastream,Other,"On April 3, Dozos abducted 7 Fulani herdsmen in Boky-Were, demanding ransom for their release.",0,1548448844,MLI
3103616,466,MLI1946,1946.0,"02 April 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Menastream,Other,"On April 2, unknown gunmen shot dead a Malian soldier who had left his post with a motorbike in Timbuktu.",1,1550780196,MLI
3103621,466,MLI1945,1945.0,"02 April 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2013-) Gendarmerie",,1,12,"Western Africa",Mali,Segou,Segou,Massala,Zambougou,13.1651,-6.5182,1,Menastream,Other,"On April 2, presumed JNIM militants of Katiba Macina aboard motorbikes attacked the gendarmerie post in Zambougou, on the road between Segou and Bamako, the post commander was killed and another gendarme wounded, motorbikes were also burned by the assailants.",1,1550780196,MLI
2785444,466,MLI1947,1947.0,"02 April 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Tenenkou,Sougoulbe,Daga,14.4294,-4.9482,1,Menastream,Other,"On April 2, presumed JNIM militants of Katiba Macina aboard motorbikes abducted the village chief and other notables in the village of Daga.",0,1548448844,MLI
3103626,466,MLI1944,1944.0,"01 April 2018",2018,1,"Battle-No change of territory","Military Forces of France","Military Forces of Niger (2011-); Military Forces of Mali (2013-); MSA: Movement for Azawad Salvation; GATIA: Imghad Tuareg and Allies Self-Defense Group",8,"Islamic State (Greater Sahara)",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Akabar,15.3717,2.0319,2,"Menastream; Agence France Press",Other-International,"On April 1, a coalition led by French Barkhane forces and the Malian army supported by the Nigerian army and the local militias MSA and GATIA clashed with ISGS militants near Akabar, 21 militants were estimated to have been killed and others wounded and arrested, three MSA and GATIA combatants killed and five militiamen wounded, and one Malian soldier killed and two wounded.",25,1550780196,MLI
2785549,466,MLI1941,1941.0,"31 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,Menastream,Other,"On March 31, a truck belonging to a construction company was struck by an IED on the axis Gao and Gossi, two wounded transferred to hospital. The IED was presumably planted by JNIM militants.",0,1548448844,MLI
3103631,466,MLI1943,1943.0,"31 March 2018",2018,1,"Violence against civilians","MSA: Movement for Azawad Salvation",,3,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Menaka,Inekar,Inekar,15.9594,3.1411,2,Menastream,Other,"On March 31, MSA militiamen killed two Fulani herders and also seized their money in the area of Toufouge, not far from Inekar.",2,1550780196,MLI
2785545,466,MLI1942,1942.0,"31 March 2018",2018,1,"Strategic development","CJA: Congress for Justice in Azawad",,3,"MNLA: National Movement for the Liberation of Azawad",,2,23,"Western Africa",Mali,Tombouctou,Goundam,Gargando,Gargando,16.4625,-4.1727,1,"Menastream; Local sources",Other-Local,"Defection: On March 31, CJA's chief of staff Colonel Abass Ag Mohamed Ahmed announced that he and his troops had left CJA to rejoin MNLA.",0,1548448844,MLI
2785582,466,MLI1940,1940.0,"30 March 2018",2018,1,"Violence against civilians","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,2,Menastream,Other,"On March 30, GATIA militiamen assaulted Arab villagers in Tikirkiwit, about 30km east of Tamkoutat.",0,1548448844,MLI
3103633,466,MLI1939,1939.0,"30 March 2018",2018,1,"Battle-No change of territory","Islamic State (Greater Sahara)",,2,"GATIA: Imghad Tuareg and Allies Self-Defense Group","MSA: Movement for Azawad Salvation",3,23,"Western Africa",Mali,Gao,Ansongo,"Tin Hama",Amalaoulaou,15.4024,1.297,2,Menastream,Other,"On March 30, presumed ISGS militants ambushed a GATIA and MSA patrol aboard motorbikes a few kilometers from Amalaoulaou, two militiamen were wounded by gunshot and transferred to Gao.",0,1550780196,MLI
2785617,466,MLI1936,1936.0,"29 March 2018",2018,1,"Violence against civilians","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,1,Menastream,Other,"On March 29, GATIA militiamen abducted two members of the Ahel Taleb Arab community in Tamkoutat.",0,1548448844,MLI
3103638,466,MLI1934,1934.0,"29 March 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,"Western Africa",Mali,Tombouctou,Tombouctou,Salam,Araouane,18.9048,-3.5265,2,Menastream,Other,"On March 29, French Barkhane forces intercepted a vehicle carrying JNIM militants of AQIMs Sahara Emirate in the area of NBakt Tagrouma, on the axis Timbuktu and Araouane, two militants were killed and another one arrested following exchanges of gunfire. One of the militants was identified as the Moroccan Said Dakdak als known Said al-Maghribi.",2,1550780196,MLI
3103641,466,MLI1937,1937.0,"29 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Police Forces of Mali (2013-) Gendarmerie",7,27,"Western Africa",Mali,Mopti,Mopti,Socoura,Dianori,14.5415,-4.1188,1,"Mali Actu; Kibaru; Maliweb",Subnational,"On March 29, presumed JNIM militants assassinated the deputy chief of the mixed brigade of Sevare at his home in Diondiori, Tenenkou.",1,1550780196,MLI
2785624,466,MLI1935,1935.0,"29 March 2018",2018,1,"Strategic development","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Mopti,Douentza,Korarou,Diona,15.3273,-3.2343,1,"Mali Actu; Koulouba",Subnational,"Property destruction: On March 29, presumed JNIM militants attacked and burned the mayor's office and the school in Diona.",0,1548448844,MLI
3103642,466,MLI1938,1938.0,"29 March 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","MAA: Arab Movement of the Azawad (CMA)",7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",Subnational,"On March 29, a member of MAA (CMA) survived and assassination attempt at his home in Bamako.",0,1550780196,MLI
2785681,466,MLI1933,1933.0,"28 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,Menastream,Other,"On March 28, a tractor was struck by an IED between Dia and Diafarabe, two civilians were killed and three others wounded in the explosion. The IED was most likely planted by JNIM militants of Katiba Macina.",2,1548448844,MLI
3103646,466,MLI1932,1932.0,"28 March 2018",2018,1,"Battle-No change of territory","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,2,Menastream,Other,"On March 28, a MINUSMA patrol was attacked by presumed JNIM militants on the route between Boni and Douentza, Mopti Region, the attack was repelled and one assailant killed, an IED was also detected and neutralized.",1,1550780196,MLI
3103647,466,MLI1931,1931.0,"28 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Bandiagara,"Bandiagara Commune",Bandiagara,14.3493,-3.6102,1,"Menastream; Agence France Presse; Associated Press",Other-International,"On March 28, presumed JNIM militants attacked hotel La Falaise and the BMS Bank in Bandiagara, Mopti Region, one assailant was killed amidst clashes with the national guards, at least one national guard and a civilian were wounded, at least three assailants escaped, the national guard who was wounded later succumbed to his injuries.",2,1550780196,MLI
2785705,466,MLI1930,1930.0,"27 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Djenne,Kewa,Nouhoun-Bozo,14.1678,-4.8937,2,Menastream,Other,"On March 27, a cart carrying villagers from the commune of Kewa was struck by an IED between Nouhoun-Bozo and Parandala, two civilians were killed in the explosion. The IED was most likely planted by JNIM militants of Katiba Macina.",2,1548448844,MLI
2785839,466,MLI1929,1929.0,"24 March 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,1,Menastream,Other,"On March 24, unknown gunmen aboard motorbikes abducted a member of of the Ahel Taleb Arab community in Tamkoutat.",0,1548448844,MLI
3125376,466,MLI1925,1925.0,"24 March 2018",2018,1,"Remote violence","Military Forces of France",,8,"JNIM: Group for Support of Islam and Muslims","Ansar Dine",2,28,"Western Africa",Mali,Kidal,Abeibara,Boghassa,Boughessa,20.02,2.261,2,Menastream,Other,"On March 24, Barkhane carried out an air landed raid, killing four presumed Ansar Dine militants in the area of Boughessa.",4,1551130315,MLI
2945503,466,MLI1926,1926,"24 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,"Studio Tamani",Regional,"On 24 March, presumed Katiba Macina militants attacked the village of Parandala, near Diafarabe. Casualty toll not available.",0,1548859314,MLI
3103663,466,MLI1927,1927.0,"24 March 2018",2018,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)",,7,47,"Western Africa",Mali,Mopti,Koro,Yoro,Yoro,14.2793,-2.1354,2,Menastream,Subnational,"On 24 March, Fulani militiamen killed a civilian near the village of Yorou in Mopti. They accused them of managing cattle stolen by Dozos.",1,1550780196,MLI
3146275,466,MLI1922,1922.0,"22 March 2018",2018,1,Riots/Protests,"Rioters (Mali)",,5,"Police Forces of Mali (2013-) Gendarmerie",,1,15,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,2,"Mali Actu; Le Pays",National,"On 22 March, youth protesting the mistreatment in detention of a suspected thief, clashed with gendarmes in Gouana on the outskirts of Bamako, several protesters were arrested.",0,1551130533,MLI
3103664,466,MLI1923,1923.0,"22 March 2018",2018,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Youwarou,"Bimbere Tama",Dogo,15.1686,-4.4312,2,Menastream,Subnational,"On 22 March, the Malian army arrested six individuals in the village of Dogo, Mopti Region, the corpses of those arrested were found in a mass grave three days later.",6,1550780196,MLI
3125090,466,MLI1921,1921.0,"22 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (China)","Civilians (Mali)",7,27,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,"Studio Tamani",Regional,"On 22 March, a vehicle beloning to a Chinese construction company was struck by an IED not far from Diafarabe, one Chinese worker was killed and five Malians wounded.",1,1551130285,MLI
2945505,466,MLI1924,1924,"22 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Aid Workers (Mali)",7,27,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,2,"Studio Tamani",Regional,"On 22 March, presumed Katiba Macina militants abducted four NGO workers in the area of Dialloube.",0,1548859314,MLI
3125091,466,MLI1920,1920.0,"22 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Segou,Niono,Dogofry,Ndoukala,14.7893,-5.9949,1,Menastream,Other,"On March 22, a Malian army vehicle was struck by an IED in Ndoukala, northeast of Diabaly, Segou Region, two soldiers were wounded. The IED was most likely planted by Katiba Macina militants.",0,1551130285,MLI
3103670,466,MLI1919,1919.0,"22 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",8,28,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream,Subnational,"On March 22, JNIM militants fired rockets against the joint MINUSMA and Barkhane base in Kidal, five French soldiers were wounded in the attack and significant material damages. The attack came ahead of a visit by the Malian Prime Minister Soumeylou Boubeye Maiga.",0,1550780196,MLI
2785975,466,MLI1928,1928.0,"20 March 2018",2018,1,"Strategic development","Military Forces of France",,8,"CMA: Coordination of Movements of the Azawad",,2,28,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,Menastream,Other,"Weapons Seizure: On March 20, French forces of Operation Barkhane seized weapons from CMA members in Menaka, following decision by the town's governor prohibiting armed vehicles (technicals) inside the town.",0,1548448844,MLI
3103680,466,MLI1918,1918.0,"20 March 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Fulani Ethnic Militia (Mali)","Herders (Mali)",4,14,"Western Africa",Mali,Mopti,Koro,Diougani,Gourti,14.2713,-2.8262,1,"Mali Actu; Menastream; Xinhua",Subnational-national-international,"On March 20, presumed Fulani militiamen opened fire on a Malian army patrol in the area of Gourti, between Sabere and Yorou, the patrol responded and killed one of the militiamen and arrested another, two motorbikes, two rifles and portable phones were seized. The camp harboring the militiamen was also destroyed.",1,1550780196,MLI
2786020,466,MLI1916,1916.0,"19 March 2018",2018,1,"Strategic development","Military Forces of Mali (2013-)",,1,,,0,10,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,3,"Mali Actu; Menastream; Xinhua",Subnational-national-international,"Defusal: On March 19, engineeering units of the Malian army discovered and defused an IED in the Boni area, axis Douentza-Hombori, while another was found between Hombori and Gossi.",0,1548448844,MLI
2945507,466,MLI1914,1914,"19 March 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Police Forces of Mali (2013-) Gendarmerie",,1,12,"Western Africa",Mali,Mopti,Mopti,Sio,Somadougou,14.2846,-4.0647,1,Menastream,Subnational,"On March 19, presumed Katiba Macina militants attacked the FAMa post in Somadougou, Mopti without causing casualties, although the post was burned",0,1548859314,MLI
2786039,466,MLI1915,1915.0,"19 March 2018",2018,1,"Remote violence","Ansaroul Islam",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Douentza,Mondoro,Niangassagou,14.6527,-1.7781,2,"Menastream; Mali Actu; Xinhua",Subnational-national-international,"On March 19, three civilians aboard a cart were killed by the explosion of an IED near the village of Niangassadiou, Mopti near the BurkinaFaso border. The IED was presumably planted by Ansaroul Islam militants.",3,1548448844,MLI
3103686,466,MLI1917,1917.0,"19 March 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Ouatagouna,15.1787,0.7238,1,Menastream,Subnational,"On 19 March, unknown gunmen assassinated a merchant in Ouatagouna.",1,1550780196,MLI
2786066,466,MLI2478,2478.0,"18 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina; Fulani Ethnic Militia (Mali); Herders (Mali)",2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Western Africa",Mali,Mopti,Koro,Diougani,Sabere,14.2427,-2.941,2,HRW,International,"On March 18, Islamist militants and/or Fulani militiamen attacked the village of Sabere and neighboring Yorou, Am, and Poundourou (coded as Sabere at geoprecision 2), killing eight Dogon civilians. Fatalities spread over four villages.",2,1548448844,MLI
2786074,466,MLI2479,2479.0,"18 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina; Fulani Ethnic Militia (Mali); Herders (Mali)",2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Western Africa",Mali,Mopti,Koro,Yoro,Yoro,14.2793,-2.1354,2,HRW,International,"On March 18, Islamist militants and/or Fulani militiamen attacked the village of Sabere and neighboring Yorou, Am, and Poundourou (coded as Sabere at geoprecision 2), killing eight Dogon civilians.",2,1548448844,MLI
2786075,466,MLI2480,2480.0,"18 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina; Fulani Ethnic Militia (Mali); Herders (Mali)",2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Western Africa",Mali,Mopti,Koro,Diougani,Pondourou,14.2746,-2.9384,2,HRW,International,"On March 18, Islamist militants and/or Fulani militiamen attacked the village of Sabere and neighboring Yorou, Am, and Poundourou (coded as Sabere at geoprecision 2), killing eight Dogon civilians.",2,1548448844,MLI
2786076,466,MLI2481,2481.0,"18 March 2018",2018,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina; Fulani Ethnic Militia (Mali); Herders (Mali)",2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Western Africa",Mali,Mopti,Koro,Bondo,Am,14.1724,-2.928,2,HRW,International,"On March 18, Islamist militants and/or Fulani militiamen attacked the village of Sabere and neighboring Yorou, Am, and Poundourou (coded as Sabere at geoprecision 2), killing eight Dogon civilians.",2,1548448844,MLI
3103692,466,MLI1913,1913.0,"18 March 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,12,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.904,-4.56,2,Menastream,Subnational,"On 18 March, a Malian army patrol clashed with presumed Katiba Macina militants east of Djenne, killing one militant and arresting seven others.",1,1550780196,MLI
3103705,466,MLI1912,1912.0,"15 March 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Menastream; Local sources",Other-local,"On 15 March, unknown gunmen seized a vehicle belonging the NGO Directorate for Social Development and Economic Solidarity of Kidal (DRDSES) in Gao, the driver of the vehicle was gunshot wounded in the leg and rushed to hospital.",0,1550780196,MLI
2786200,466,MLI1910,1910.0,"15 March 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Tenenkou,Toguere-Coumbe,Toguere-Koumbe,14.9169,-4.5948,2,"Menastream; Local sources",Other-local,"On 15 March, a cart was struck by an IED about 3km north of Tougere-Coumbe, area of Tenenkou, Mopti Region, one civilian was killed and another severely wounded, the two donkeys that pulled the cart were also killed. The IED was most likely planted by JNIM militants.",1,1548448844,MLI
2786199,466,MLI1911,1911.0,"15 March 2018",2018,1,Riots/Protests,"Protesters (Mali)","Fulani Ethnic Group (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,RFI,International,"On 15 March, protesters of the Fulani community manifested in Bamako against the killings of Fulani amidst intercommunal violence in the central region of the country, and against the generalization of the Fulani as Islamist militants.",0,1548448844,MLI
